Sex,Year,Source,MortalityType,Value,Target,Bridge
Male,2002,Total,Cerebrovascular diseases,490491.5202,Diseases of the circulatory system,Diseases of the circulatory system
Total,2010,Total,"Malignant neoplasms of trachea, bronchus, lung",489748.0538,Neoplasms,Malignant neoplasms
Total,2009,Total,"Malignant neoplasms of trachea, bronchus, lung",489062.8715,Neoplasms,Malignant neoplasms
Total,2017,Total,Acute myocardial infarction,487982.6502,Diseases of the circulatory system,Diseases of the circulatory system
Total,2018,Total,Cerebrovascular diseases,487382.0571,Diseases of the circulatory system,Diseases of the circulatory system
Female,2009,Total,Ischaemic heart diseases,485667.7685,Diseases of the circulatory system,Diseases of the circulatory system
Male,2000,Total,Cerebrovascular diseases,485125.2832,Diseases of the circulatory system,Diseases of the circulatory system
Total,2016,Total,"Endocrine, nutritional and metabolic diseases",483581.1306,Other,Other
Total,2011,Total,"Malignant neoplasms of trachea, bronchus, lung",483079.3356,Neoplasms,Malignant neoplasms
Total,2012,Total,"Malignant neoplasms of trachea, bronchus, lung",482174.7837,Neoplasms,Malignant neoplasms
Female,2010,Total,Ischaemic heart diseases,481533.5827,Diseases of the circulatory system,Diseases of the circulatory system
Male,2003,Total,Cerebrovascular diseases,481405.8466,Diseases of the circulatory system,Diseases of the circulatory system
Female,2008,Total,Ischaemic heart diseases,480690.7291,Diseases of the circulatory system,Diseases of the circulatory system
Total,2015,Total,"Endocrine, nutritional and metabolic diseases",480570.34,Other,Other
Total,2013,Total,"Malignant neoplasms of trachea, bronchus, lung",480229.2933,Neoplasms,Malignant neoplasms
Total,2014,Total,"Malignant neoplasms of trachea, bronchus, lung",477292.4954,Neoplasms,Malignant neoplasms
Male,2001,Total,Acute myocardial infarction,474394.2321,Diseases of the circulatory system,Diseases of the circulatory system
Total,2007,Total,"Malignant neoplasms of trachea, bronchus, lung",470597.1313,Neoplasms,Malignant neoplasms
Total,2002,Total,"Malignant neoplasms of trachea, bronchus, lung",470417.4976,Neoplasms,Malignant neoplasms
Total,2008,Total,"Malignant neoplasms of trachea, bronchus, lung",469551.6818,Neoplasms,Malignant neoplasms
Total,2006,Total,"Malignant neoplasms of trachea, bronchus, lung",468896.8566,Neoplasms,Malignant neoplasms
Total,2003,Total,"Malignant neoplasms of trachea, bronchus, lung",468176.1226,Neoplasms,Malignant neoplasms
Total,2001,Total,"Malignant neoplasms of trachea, bronchus, lung",467900.8748,Neoplasms,Malignant neoplasms
Total,2004,Total,"Malignant neoplasms of trachea, bronchus, lung",467541.8924,Neoplasms,Malignant neoplasms
Total,2018,Total,Acute myocardial infarction,467443.5893,Diseases of the circulatory system,Diseases of the circulatory system
Total,2015,Total,"Malignant neoplasms of trachea, bronchus, lung",464929.573,Neoplasms,Malignant neoplasms
Total,2014,Total,"Endocrine, nutritional and metabolic diseases",464610.7914,Other,Other
Total,2013,Total,"Endocrine, nutritional and metabolic diseases",464459.6054,Other,Other
Male,2002,Total,Acute myocardial infarction,464438.4667,Diseases of the circulatory system,Diseases of the circulatory system
Total,2010,Total,"Endocrine, nutritional and metabolic diseases",461816.4527,Other,Other
Total,2005,Total,"Malignant neoplasms of trachea, bronchus, lung",461740.8419,Neoplasms,Malignant neoplasms
Male,2020,Total,Diseases of the respiratory system,461473.8464,Diseases of the respiratory system,Other
Total,2012,Total,"Endocrine, nutritional and metabolic diseases",460989.8761,Other,Other
Total,2016,Total,"Malignant neoplasms of trachea, bronchus, lung",459614.6721,Neoplasms,Malignant neoplasms
Male,2000,Total,Acute myocardial infarction,457726.854,Diseases of the circulatory system,Diseases of the circulatory system
Total,2011,Total,"Endocrine, nutritional and metabolic diseases",455591.12,Other,Other
Total,2017,Total,"Endocrine, nutritional and metabolic diseases",455088.2937,Other,Other
Female,2013,Total,Ischaemic heart diseases,453622.0835,Diseases of the circulatory system,Diseases of the circulatory system
Male,2003,Total,Acute myocardial infarction,452865.7703,Diseases of the circulatory system,Diseases of the circulatory system
Female,2011,Total,Ischaemic heart diseases,452303.2874,Diseases of the circulatory system,Diseases of the circulatory system
Female,2012,Total,Ischaemic heart diseases,452086.3764,Diseases of the circulatory system,Diseases of the circulatory system
Total,2009,Total,"Endocrine, nutritional and metabolic diseases",451895.3643,Other,Other
Female,2014,Total,Ischaemic heart diseases,449845.786,Diseases of the circulatory system,Diseases of the circulatory system
Total,2020,Total,Cerebrovascular diseases,445987.5516,Diseases of the circulatory system,Diseases of the circulatory system
Female,2015,Total,Ischaemic heart diseases,442993.107,Diseases of the circulatory system,Diseases of the circulatory system
Total,2019,Total,"Endocrine, nutritional and metabolic diseases",442394.7633,Other,Other
Female,2001,Total,Cerebrovascular diseases,441601.5662,Diseases of the circulatory system,Diseases of the circulatory system
Total,2000,Total,"Malignant neoplasms of trachea, bronchus, lung",439952.5546,Neoplasms,Malignant neoplasms
Male,2004,Total,Cerebrovascular diseases,437917.1071,Diseases of the circulatory system,Diseases of the circulatory system
Female,2016,Total,Ischaemic heart diseases,436452.8215,Diseases of the circulatory system,Diseases of the circulatory system
Female,2002,Total,Cerebrovascular diseases,436133.6106,Diseases of the circulatory system,Diseases of the circulatory system
Total,2016,Total,Diseases of the nervous system,436012.1866,Other,Other
Total,2003,Total,"Endocrine, nutritional and metabolic diseases",433019.5551,Other,Other
Total,2003,Total,Diseases of the digestive system,431361.5386,Other,Other
Total,2008,Total,"Endocrine, nutritional and metabolic diseases",429406.4828,Other,Other
Total,2002,Total,Diseases of the digestive system,429284.657,Other,Other
Female,2003,Total,Cerebrovascular diseases,428439.8739,Diseases of the circulatory system,Diseases of the circulatory system
Female,2000,Total,Cerebrovascular diseases,427245.4849,Diseases of the circulatory system,Diseases of the circulatory system
Total,2010,Total,Diseases of the digestive system,426762.7717,Other,Other
Total,2001,Total,Diseases of the digestive system,426701.7116,Other,Other
Total,2005,Total,"Endocrine, nutritional and metabolic diseases",426617.4422,Other,Other
Total,2009,Total,Diseases of the digestive system,426248.7785,Other,Other
Male,2004,Total,Acute myocardial infarction,425589.3497,Diseases of the circulatory system,Diseases of the circulatory system
Total,2016,Total,Diseases of the digestive system,424058.4192,Other,Other
Total,2007,Total,"Endocrine, nutritional and metabolic diseases",423449.0337,Other,Other
Total,2019,Total,Diseases of the nervous system,422754.3865,Other,Other
Total,2008,Total,Diseases of the digestive system,422113.7909,Other,Other
Total,2017,Total,Diseases of the nervous system,421534.5346,Other,Other
Total,2006,Total,"Endocrine, nutritional and metabolic diseases",420435.3404,Other,Other
Total,2007,Total,Diseases of the digestive system,419929.2236,Other,Other
Total,2004,Total,Diseases of the digestive system,419401.9821,Other,Other
Total,2012,Total,Diseases of the digestive system,419209.2276,Other,Other
Total,2004,Total,"Endocrine, nutritional and metabolic diseases",419003.7186,Other,Other
Total,2013,Total,Diseases of the digestive system,418623.3674,Other,Other
Total,2015,Total,Diseases of the nervous system,418323.2958,Other,Other
Total,2015,Total,Diseases of the digestive system,417564.7871,Other,Other
Total,2011,Total,Diseases of the digestive system,416907.9332,Other,Other
Male,2016,Total,External causes of mortality,415853.333,External causes of mortality,Other
Total,2006,Total,Diseases of the digestive system,415703.4012,Other,Other
Total,2014,Total,Diseases of the digestive system,414658.1587,Other,Other
Total,2005,Total,Diseases of the digestive system,414531.4783,Other,Other
Total,2002,Total,"Endocrine, nutritional and metabolic diseases",414497.788,Other,Other
Total,2017,Total,"Malignant neoplasms of trachea, bronchus, lung",413977.2374,Neoplasms,Malignant neoplasms
Total,2018,Total,"Endocrine, nutritional and metabolic diseases",413665.9948,Other,Other
Male,2005,Total,Cerebrovascular diseases,410988.9866,Diseases of the circulatory system,Diseases of the circulatory system
Male,2011,Total,External causes of mortality,407871.4944,External causes of mortality,Other
Total,2000,Total,Diseases of the digestive system,406897.9555,Other,Other
Total,2017,Total,Diseases of the digestive system,406292.6414,Other,Other
Male,2017,Total,External causes of mortality,405975.5839,External causes of mortality,Other
Male,2010,Total,External causes of mortality,404961.0411,External causes of mortality,Other
Male,2002,Total,External causes of mortality,404120.758,External causes of mortality,Other
Total,2020,Total,Diseases of the nervous system,404005.4822,Other,Other
Male,2001,Total,External causes of mortality,403556.6198,External causes of mortality,Other
Male,2009,Total,External causes of mortality,403453.5681,External causes of mortality,Other
Total,2015,Total,Chronic obstructive pulmonary diseases,402810.0565,Other,Other
Male,2003,Total,External causes of mortality,402017.2152,External causes of mortality,Other
Male,2005,Total,Acute myocardial infarction,400893.559,Diseases of the circulatory system,Diseases of the circulatory system
Male,2015,Total,External causes of mortality,400823.8234,External causes of mortality,Other
Total,2001,Total,"Endocrine, nutritional and metabolic diseases",400158.1834,Other,Other
Male,2006,Total,Cerebrovascular diseases,399961.1151,Diseases of the circulatory system,Diseases of the circulatory system
Male,2012,Total,External causes of mortality,397642.8813,External causes of mortality,Other
Female,2017,Total,Ischaemic heart diseases,396927.1233,Diseases of the circulatory system,Diseases of the circulatory system
Male,2013,Total,External causes of mortality,396698.9783,External causes of mortality,Other
Male,2009,Total,Cerebrovascular diseases,396278.4192,Diseases of the circulatory system,Diseases of the circulatory system
Male,2006,Total,Acute myocardial infarction,395169.7611,Diseases of the circulatory system,Diseases of the circulatory system
Total,2013,Total,Chronic obstructive pulmonary diseases,395025.0711,Other,Other
Male,2014,Total,External causes of mortality,394932.8572,External causes of mortality,Other
Total,2018,Total,Diseases of the nervous system,394226.9608,Other,Other
Total,2016,Total,Chronic obstructive pulmonary diseases,393818.8586,Other,Other
Male,2008,Total,External causes of mortality,392834.1358,External causes of mortality,Other
Male,2007,Total,Cerebrovascular diseases,392520.9566,Diseases of the circulatory system,Diseases of the circulatory system
Male,2004,Total,External causes of mortality,392177.7127,External causes of mortality,Other
Male,2006,Total,External causes of mortality,392155.5546,External causes of mortality,Other
Female,2004,Total,Cerebrovascular diseases,391399.9363,Diseases of the circulatory system,Diseases of the circulatory system
Male,2000,Total,External causes of mortality,391318.2921,External causes of mortality,Other
Male,2005,Total,External causes of mortality,390832.5072,External causes of mortality,Other
Male,2019,Total,External causes of mortality,390114.7708,External causes of mortality,Other
Total,2019,Total,Diseases of the digestive system,389955.2054,Other,Other
Total,2020,Total,Diabetes mellitus,389518.2807,Other,"Endocrine, nutritional and metabolic diseases"
Male,2009,Total,Acute myocardial infarction,389349.5244,Diseases of the circulatory system,Diseases of the circulatory system
Male,2007,Total,External causes of mortality,388974.0602,External causes of mortality,Other
Male,2010,Total,Cerebrovascular diseases,388195.8512,Diseases of the circulatory system,Diseases of the circulatory system
Female,2015,Total,Diseases of the respiratory system,387442.6185,Diseases of the respiratory system,Other
Total,2014,Total,Chronic obstructive pulmonary diseases,387438.9661,Other,Other
Female,2019,Total,Ischaemic heart diseases,387399.0108,Diseases of the circulatory system,Diseases of the circulatory system
Total,2000,Total,"Endocrine, nutritional and metabolic diseases",386798.5086,Other,Other
Total,2014,Total,Diseases of the nervous system,385953.5953,Other,Other
Male,2018,Total,External causes of mortality,384649.8734,External causes of mortality,Other
Total,2011,Total,Chronic obstructive pulmonary diseases,384189.5275,Other,Other
Male,2010,Total,Acute myocardial infarction,384147.355,Diseases of the circulatory system,Diseases of the circulatory system
Total,2012,Total,Chronic obstructive pulmonary diseases,383397.7731,Other,Other
Male,2008,Total,Cerebrovascular diseases,382509.4244,Diseases of the circulatory system,Diseases of the circulatory system
Total,2009,Total,Chronic obstructive pulmonary diseases,381242.5038,Other,Other
Male,2020,Total,External causes of mortality,380412.165,External causes of mortality,Other
